Particulars,Q1 2064,Q2 2064,Q3 2064,Q4 2064,Q1 2065,Q2 2065,Q3 2065,Q4 2065,Q1 2066,Q2 2066,Q3 2066,Q4 2066,Q1 2067,Q2 2067,Q3 2067,Q4 2067,Q1 2068,Q2 2068,Q3 2068,Q4 2068,Q1 2069,Q2 2069,Q3 2069,Q4 2069,Q1 2070,Q2 2070,Q3 2070,Q4 2070,Q1 2071,Q2 2071,Q3 2071,Q4 2071,Q1 2072,Q2 2072,Q3 2072,Q4 2072,Q1 2073,Q2 2073,Q3 2073,Q4 2073,Q1 2074,Q2 2074,Q3 2074,Q4 2074,Q1 2075,Q2 2075,Q3 2075,Q4 2075,Q1 2076,Q2 2076,Q3 2076,Q4 2076,Q1 2077,Q2 2077,Q3 2077,Q4 2077,Q1 2078,Q2 2078,Q3 2078,Q4 2078,Q1 2079,Q2 2079,Q3 2079,Q4 2079,Q1 2080,Q2 2080,Q3 2080,Q4 2080,Bank
net interest spread,,,,,,,,,,,,,,1.61,2.58,2.72,3.07,3.17,3.3,3.6,3.97,3.97,3.93,4.08,4.21,2.86,3.11,5.17,3.62,3.73,3.6,3.22,3.11,3.47,3.93,4.02,3.7,3.4,3.04,3.08,2.9,3.27,2.8,3.2,3.37,3.37,3.38,3.61,3.54,3.75,4.37,4.65,4.07,4.36,3.58,3.19,3.13,2.71,3.37,3.97,4.36,4.13,4.42,5.19,,,,,Kumari Bank
market share price,,,,,,,,,,,,,,352.0,,,266.0,215.0,215.0,189.0,242.0,233.0,274.0,280.0,,301.0,,422.0,536.0,570.0,375.0,380.0,395.0,440.0,385.0,,,617.0,557.0,382.0,,308.0,285.0,250.0,,254.0,253.0,,,181.0,190.0,177.0,186,228,,329.0,371.0,288.0,271.0,222.0,191.0,186.0,190.0,176.0,,,,,Kumari Bank
return on equity,,,,,,,,,,,,,,4.09,12.25,12.8,13.68,7.75,2.28,6.93,11.87,10.62,14.22,14.25,11.32,12.14,9.65,11.57,12.07,11.34,15.42,12.99,11.12,11.26,11.28,14.21,18.11,21.3,18.48,17.31,8.67,5.15,11.22,10.71,,12.7,11.72,,,,,,,,,,,,,,,,,,,,,,Kumari Bank
return on total assets,,,,,,,,,,,,,,0.36,1.13,1.21,1.37,0.81,0.24,0.69,1.16,1.02,1.35,1.34,1.05,1.12,0.87,1.04,1.09,1.02,1.4,1.18,0.99,1.0,1.0,1.27,1.72,1.97,1.71,1.62,1.12,0.68,1.4,1.26,,1.62,1.52,,,,,,,,,,,,,,,,,,,,,,Kumari Bank
credit to deposit ratio,,,,,,,,,,,,,,83.51,87.47,86.11,81.22,82.02,77.64,75.91,75.63,78.93,77.07,77.95,45.26,76.45,74.79,77.1,77.37,75.62,77.65,79.63,74.66,74.13,75.35,76.95,74.31,75.77,77.37,74.01,78.0,77.59,76.82,78.69,76.54,79.91,78.07,78.59,78.32,79.8,78.61,79.8,75.85,75.31,76.15,81.23,81.01,92.13,95.55,91.77,85.12,88.95,89.58,89.69,,,,,Kumari Bank
debt ratio,,,,,,,,,,,,,,2.43,4.96,3.69,3.21,2.43,0.34,0.11,0.02,,,,,,,0.9,0.63,0.36,0.47,0.01,0.86,,0.88,0.73,,0.4,2.36,2.36,0.01,0.53,0.47,1.97,,2.89,1.28,,,,,,,,,,,,,,,,,,,,,,Kumari Bank
interest income to assets ratio,,,,,,,,,,,,,,2.46,5.44,2.25,10.93,2.6,4.89,7.2,9.53,2.29,4.29,6.4,8.51,1.97,3.72,5.58,7.55,1.6,3.34,4.87,6.3,1.55,3.21,4.75,6.26,1.46,3.07,5.11,5.74,2.15,4.29,6.29,2.06,2.57,4.98,2.49,2.48,2.4,2.4,2.18,1.75,2.05,1.82,1.69,1.71,1.86,2.04,2.39,2.7,2.77,1.85,2.79,,,,,Kumari Bank
interest income margin,,,,,,,,,,,,,,0.49,1.48,2.25,3.32,0.78,1.45,2.26,3.2,0.8,1.57,2.48,3.38,0.53,1.12,1.84,2.62,0.53,1.26,1.87,2.35,0.45,1.17,1.88,2.73,0.57,1.18,1.78,2.07,0.54,1.2,1.8,0.64,0.8,1.48,0.77,0.79,0.84,0.84,0.75,0.57,0.81,0.71,0.72,0.71,0.64,0.66,0.87,0.93,0.92,0.62,0.88,,,,,Kumari Bank
return on investment,,,,,,,,,,,,,,0.09,0.57,0.89,1.34,0.2,0.11,0.36,1.08,0.08,0.35,0.6,1.01,0.16,0.2,0.6,1.07,0.1,0.53,0.7,0.92,0.12,0.53,0.89,1.72,0.3,0.6,0.82,1.12,0.17,0.7,0.95,0.34,0.4,0.77,0.36,0.33,0.38,0.38,0.16,0.15,0.38,0.38,0.35,0.13,0.28,0.22,0.42,0.51,0.52,0.01,0.06,,,,,Kumari Bank
commission to operating income,,,,,,,,,,,,,,16.9,12.33,12.53,11.43,12.84,12.16,11.22,10.85,12.27,11.18,10.88,11.37,20.3,19.66,17.22,16.19,16.83,13.9,13.58,12.94,15.36,11.85,11.09,11.01,14.47,14.1,13.77,12.37,12.99,13.4,12.44,15.3,12.11,11.34,10.25,11.48,13.99,13.99,7.86,8.38,8.98,11.72,13.1,10.27,12.7,9.07,9.61,8.44,10.55,7.97,13.12,,,,,Kumari Bank
staff expense to income ratio,,,,,,,,,,,,,,25.3,20.37,20.0,19.24,22.73,22.4,21.24,18.99,18.51,18.43,17.89,16.77,23.44,21.84,20.01,19.01,25.42,23.48,23.01,23.79,27.24,23.04,21.55,20.91,22.38,21.57,23.07,22.22,32.93,27.48,23.72,32.91,23.57,24.73,20.27,35.61,29.1,29.1,44.07,30.49,28.77,31.19,34.64,33.54,36.23,34.11,31.88,15.54,28.85,24.57,14.57,,,,,Kumari Bank
net profit margin,,,,,,,,,,,,,,11.91,28.76,30.13,31.64,19.73,5.78,12.44,26.96,7.33,17.86,19.47,23.99,19.68,11.94,22.9,29.24,13.03,31.68,28.03,29.51,18.5,33.63,35.82,48.89,38.45,37.6,34.43,41.54,23.72,44.59,40.69,39.21,35.47,36.49,36.95,31.45,34.65,34.65,17.8,21.84,37.94,38.82,34.04,14.18,30.0,26.04,40.64,42.68,44.57,1.13,5.59,,,,,Kumari Bank
income tax portion of operating profit,,,,,,,,,,,,,,,,,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11,,,3.91,,26.53,26.53,48.88,,,3.66,7.4,18.46,12.03,13.33,14.11,10.11,5.61,472.29,44.13,,,,,Kumari Bank
loan to deposit ratio,,,,,,,,,,,,,,88.51,93.1,90.85,86.34,86.46,80.69,81.41,81.32,84.35,81.86,82.6,79.47,80.56,78.5,81.43,82.7,80.45,84.62,85.51,81.0,79.07,79.66,82.41,79.34,80.31,84.26,88.35,86.79,86.87,88.29,91.93,104.75,93.55,93.97,104.92,104.08,102.89,102.89,108.48,98.58,98.43,97.75,105.51,96.25,101.42,101.24,97.73,90.07,92.8,95.17,94.23,,,,,Kumari Bank
reserves,,,,,,,,,,,,,676879.0,339752.0,491076.0,579650.0,775951.0,593429.0,596610.0,669843.0,1063988.0,863347.0,938414.0,884725.0,1256027.0,1080552.0,1164474.0,1260170.0,1244231.0,888360.0,1064806.0,1368898.0,1740005.0,1663282.0,1634183.0,1771117.0,2182759.0,3356181.0,3626789.0,4329849.0,2331620.0,2138382.0,1886146.0,2169151.0,2526270.0,4112239.0,4446137.0,2219387.0,2211507.0,2307929.0,2372143.0,2463960.0,2561921.0,3437619.0,3788505.0,4205889.0,4483579.0,4408910.0,4787065.0,2737632.0,4514550.0,4703798.0,5208849.0,3979273.0,,,,,Laxmi Bank
debenture and bond,,,,,,,,,,,,,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,750000.0,350000.0,624500.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,,,,,,,,,,,,,,,,,,,,,,Laxmi Bank
borrowings,,,,,,,,,,,,,100000.0,100000.0,,,27980.0,,,,27980.0,27980.0,,,,,,,,,,,,,,,,,96047.0,1200000.0,257875.0,638171.0,638171.0,1230117.0,666917.0,2005480.0,3711186.0,,,,,1222837.0,3618808.0,111300.0,124800.0,7542.0,43227.0,60600.0,2357844.0,2562697.0,2841533.0,284778.0,150337.0,1032395.0,,,,,Laxmi Bank
deposits,,,,,,,,,,,,,18299628.0,16515020.0,17701423.0,17569702.0,22831843.0,18806560.0,19736755.0,19670877.0,25960598.0,22644999.0,23716967.0,24207876.0,30584876.0,26593445.0,28190101.0,29558872.0,30592046.0,31483017.0,34332432.0,36467661.0,39991815.0,41156443.0,41107485.0,43711271.0,59320404.0,51584728.0,55554818.0,57801175.0,59320404.0,58645840.0,60279392.0,63268385.0,67735866.0,69072579.0,75894566.0,79433956.0,75838098.0,83591270.0,89812250.0,98875146.0,102379262.0,102868392.0,106228493.0,108655514.0,116663925.0,120095057.0,133108496.0,137677993.0,139692615.0,142649384.0,148217239.0,152539764.0,,,,,Laxmi Bank
income tax liability,,,,,,,,,,,,,2802.0,2802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.0,2087899.0,,,,,,105238.0,124886.0,265867.0,129214.0,262540.0,210793.0,357918.0,601083.0,770386.0,900073.0,762900.0,771517.0,485607.0,291750.0,220413.0,288911.0,164715.0,,,,,Laxmi Bank
other liabilities,,,,,,,,,,,,,817350.0,767299.0,671690.0,557471.0,542686.0,786191.0,618224.0,714875.0,714427.0,777881.0,1180085.0,769147.0,186327.0,786799.0,631667.0,457352.0,186327.0,,844739.0,956605.0,974024.0,932582.0,1018139.0,1182922.0,1270363.0,1134146.0,988034.0,1165603.0,1270363.0,1329135.0,1666491.0,1700482.35,1850887.0,923536.0,1241481.0,131041.02,300397.98,727851.46,53002.81,700535.71,1377778.5,935269.41,637145.04,402345.48,449694.74,1269854.5,3283086.3,4151879.16,5419295.57,1777113.57,50506.72,1139288.32,,,,,Laxmi Bank
total assets,,,,,,,,,,,,,21757378.0,19645592.0,20827709.0,20670345.0,26112374.0,22149701.0,22995670.0,23099676.0,30176073.0,26330308.0,28154046.0,28305829.0,34713739.0,30904877.0,32430323.0,33720475.0,34713739.0,36338801.0,39329846.0,41881033.0,45801710.0,47541496.0,47199037.0,50104539.0,70903814.0,59514285.0,63608810.0,68055656.0,70903814.0,71371181.0,73091867.0,76989802.0,81401606.0,84735501.0,93915037.0,95806749.0,104517041.0,110971258.0,119399659.0,127820011.0,132435947.0,134585200.0,141011227.0,150269167.0,156383895.0,161787467.0,174221973.0,174933860.0,177657625.0,183656237.0,183022456.0,184031922.0,,,,,Laxmi Bank
loan and advancements,,,,,,,,,,,,,15389472.0,15221047.0,15579591.0,15657320.0,16701214.0,15796916.0,16324836.0,16573358.0,20101909.0,18178774.0,18221769.0,19150871.0,23176540.0,22464801.0,21907110.0,22982189.0,23096491.0,26446436.0,28984349.0,29977351.0,31746821.0,33811308.0,33413527.0,36680375.0,52733336.0,44042709.0,46710109.0,50217636.0,53688975.0,54948284.0,55022716.0,58699279.0,61996941.0,64627036.0,70571251.0,74424930.0,78790764.0,82643255.0,90000702.0,96282478.0,94170446.0,92559546.0,98979932.0,109986076.0,113107046.0,122365988.0,134856296.0,138182533.0,138555865.0,140491703.0,138856257.0,140447472.0,,,,,Laxmi Bank
interest income,,,,,,,,,,,,,2233333.0,531348.0,1077068.0,1633685.0,2289360.0,585854.0,1158098.0,1699956.0,2376735.0,588400.0,1084841.0,1672887.0,2489315.0,492344.0,1150798.0,1774175.0,2489315.0,571467.0,1180484.0,1805990.0,2577674.0,734894.0,1478759.0,2197812.0,4682811.0,889521.0,1878038.0,3129433.0,4682811.0,1608874.0,3223479.0,4950044.0,7012748.0,740029.0,4207903.0,2316661.0,2779083.0,2607513.0,2652217.0,2740961.0,2705466.0,2564653.0,2374260.0,2391119.0,2530502.0,2760220.0,3075224.0,3670098.0,4638826.0,4840944.0,4697017.0,4933352.0,,,,,Laxmi Bank
interest expense,,,,,,,,,,,,,1503851.0,343575.0,714617.0,1097530.0,1645718.0,426463.0,827027.0,1226151.0,1451868.0,388670.0,725032.0,1063889.0,1667027.0,432914.0,851002.0,1250010.0,1667027.0,379019.0,751610.0,1147992.0,1618131.0,474804.0,903143.0,1299882.0,3028184.0,509431.0,1101522.0,1956218.0,3028184.0,1125502.0,2223608.0,3400488.0,4731489.0,1358724.0,2753572.0,1497143.0,1765767.0,1651844.0,1681253.0,1782911.0,1830761.0,1690100.0,1509599.0,1419583.0,1514161.0,1732909.0,2223371.0,2596540.0,2981657.0,3220120.0,3342589.0,3429306.0,,,,,Laxmi Bank
net interest income,,,,,,,,,,,,,729482.0,187773.0,362451.0,536155.0,643642.0,159391.0,331071.0,473805.0,924867.0,199730.0,359809.0,608998.0,822288.0,59430.0,299796.0,524165.0,822288.0,192448.0,428874.0,657998.0,959543.0,260090.0,575616.0,897930.0,1654627.0,380090.0,776516.0,1173215.0,1654627.0,483372.0,999871.0,1549556.0,2281259.0,-618695.0,1454331.0,819518.0,1013316.0,955669.0,970964.0,958050.0,874705.0,874553.0,864661.0,971536.0,1016341.0,1027311.0,851853.0,1073558.0,1657169.0,1620824.0,1354428.0,1504046.0,,,,,Laxmi Bank
net fee and commission income,,,,,,,,,,,,,67796.0,14076.0,31541.0,52123.0,150843.0,34661.0,55138.0,72105.0,141578.0,40320.0,65971.0,93805.0,203844.0,69157.0,100673.0,138478.0,194606.0,63521.0,114726.0,160448.0,226316.0,64906.0,113295.0,173102.0,270939.0,54294.0,113922.0,187801.0,293318.0,68321.0,149879.0,210542.0,303573.0,140300.0,2007003.0,187917.0,287510.0,200399.0,256684.0,196794.0,170439.0,227039.0,260714.0,300802.0,282753.0,313769.0,292314.0,295180.0,262415.0,267958.0,242613.0,253146.0,,,,,Laxmi Bank
total operating income,,,,,,,,,,,,,929920.0,235640.0,461434.0,680983.0,957801.0,235019.0,475059.0,690903.0,1266829.0,288909.0,514440.0,843470.0,1240978.0,184041.0,506652.0,823994.0,1240978.0,314641.0,677274.0,1007981.0,1447266.0,392983.0,824441.0,1279414.0,2346815.0,534386.0,1082521.0,1645134.0,2346815.0,658040.0,1390145.0,2145614.0,3177600.0,1010219.0,2007003.0,1142955.0,1400922.0,1297569.0,1344088.0,1233291.0,1175924.0,1319493.0,1336017.0,1514504.0,1507987.0,1684452.0,1382682.0,1314605.0,2006606.0,1982643.0,1763196.0,1815756.0,,,,,Laxmi Bank
staff expenses,,,,,,,,,,,,,157662.0,39648.0,76191.0,114271.0,178285.0,47190.0,88353.0,128686.0,207373.0,58408.0,103143.0,142451.0,239997.0,51826.0,113740.0,160514.0,239997.0,54240.0,128730.0,202964.0,272858.0,76826.0,154059.0,232168.0,413382.0,84265.0,182658.0,290475.0,413382.0,120313.0,248781.0,384899.0,578859.0,205738.0,460752.0,287451.0,407510.0,342556.0,358607.0,320956.0,375882.0,367312.0,402519.0,407507.0,420355.0,472443.0,431883.0,410653.0,803347.0,506941.0,526183.0,474398.0,,,,,Laxmi Bank
operating profit,,,,,,,,,,,,,589341.0,154636.0,296483.0,437025.0,556646.0,143119.0,270388.0,384913.0,682613.0,132088.0,236084.0,408277.0,670507.0,7913.0,206031.0,347057.0,734841.0,67847.0,246214.0,338767.0,642381.0,158675.0,404429.0,615981.0,1358596.0,189608.0,489502.0,736204.0,1559051.0,184851.0,690592.0,1109414.0,1680903.0,471455.0,1078322.0,490200.0,895493.0,640367.0,764715.0,308562.0,566668.0,512949.0,788067.0,793138.0,433477.0,852450.0,440676.0,213007.0,1054783.0,716558.0,783226.0,438570.0,,,,,Laxmi Bank
non operating income expense,,,,,,,,,,,,,874.0,271.0,637.0,654.0,5834.0,10.0,2656.0,3398.0,12972.0,,,8769.0,26253.0,243.0,6141.0,6189.0,26253.0,14387.0,16459.0,22672.0,23888.0,107.0,17991.0,18032.0,160872.0,23863.0,86486.0,95351.0,160872.0,96556.0,126144.0,154827.0,164289.0,38574.0,44334.0,-2945.0,728.0,-15439.0,-20333.0,-4757.0,9620.0,10002.0,2033.0,3650.0,1303.0,359.0,-26.0,37.0,-26784.0,8890.0,-5211.0,-230699.0,,,,,Laxmi Bank
profit for the period,,,,,,,,,,,,,377586.0,100458.0,191782.0,280357.0,356172.0,93089.0,277876.0,250064.0,450205.0,87178.0,162245.0,277964.0,471851.0,5190.0,145822.0,233566.0,471851.0,52330.0,177182.0,240033.0,411968.0,101043.0,303254.0,440187.0,1002477.0,135845.0,406393.0,569100.0,1101074.0,170988.0,519270.0,802633.0,1166344.0,303017.0,723791.0,288621.0,575298.0,437450.0,544241.0,211532.0,385794.0,357834.0,566918.0,560755.0,300347.0,608342.0,321909.0,96273.0,762684.0,506632.0,570361.0,121409.0,,,,,Laxmi Bank
capital fund to rwa,,,,,,,,,,,,,13.21,13.89,13.25,13.23,11.76,11.61,11.17,11.71,12.27,11.3,12.0,12.91,11.99,10.74,10.92,11.37,11.99,10.86,10.39,10.76,10.87,10.84,11.36,10.41,14.19,10.88,10.89,11.04,14.19,13.37,13.46,12.97,12.54,12.36,11.66,11.64,11.38,11.93,13.13,12.67,12.45,13.16,12.74,11.67,11.81,12.82,12.14,12.44,12.68,12.69,12.89,13.07,,,,,Laxmi Bank
non performing loan to total loan,,,,,,,,,,,,,0.9,0.87,0.82,0.96,0.62,1.01,1.26,1.73,1.26,1.21,1.3,1.41,1.15,2.04,2.14,2.21,1.15,1.69,1.18,1.33,1.3,0.91,1.14,1.28,0.93,1.68,1.31,1.79,0.93,1.78,1.29,1.16,1.29,1.5,1.11,1.21,1.12,1.05,0.92,1.76,1.09,1.03,0.82,0.84,1.32,0.67,0.97,1.2,1.01,1.86,1.76,2.14,,,,,Laxmi Bank
total loan loss provision to npl,,,,,,,,,,,,,136.58,137.6,149.0,128.48,212.56,122.92,106.6,82.26,140.41,123.56,121.65,125.07,140.62,104.85,96.35,99.93,140.62,108.3,146.78,147.0,142.8,208.64,168.03,152.35,173.52,119.61,149.91,114.11,173.52,110.91,139.55,149.7,136.06,129.65,164.71,165.53,152.2,159.88,176.07,107.08,175.19,226.2,257.14,233.51,169.83,311.42,214.5,192.42,216.45,136.56,150.95,142.41,,,,,Laxmi Bank
cost of fund,,,,,,,,,,,,,9.15,8.83,8.88,9.17,8.69,9.0,8.92,8.77,6.62,6.7,5.85,5.97,5.05,6.43,6.25,5.92,5.05,4.83,4.71,4.48,4.56,4.67,4.01,3.94,7.4,4.27,5.25,6.76,7.4,7.46,7.42,7.73,7.95,7.64,7.68,7.4,7.09,7.27,7.31,7.02,6.25,5.77,5.02,4.64,4.7,5.47,6.61,7.37,7.72,8.42,8.95,8.56,,,,,Laxmi Bank
base rate,,,,,,,,,,,,,,,,,,,,,10.12,,9.65,9.47,8.89,9.88,9.32,9.41,8.89,8.07,7.96,7.67,7.9,7.64,6.99,6.65,10.33,6.73,7.58,9.88,10.33,10.66,10.88,11.35,11.48,11.28,10.36,10.31,10.48,10.16,9.86,9.84,9.38,8.26,7.42,6.9,7.35,7.79,8.87,10.01,10.7,10.44,11.53,11.29,,,,,Laxmi Bank
net interest spread,,,,,,,,,,,,,2.71,2.97,2.75,2.84,2.5,2.82,2.44,2.6,3.55,4.1,4.78,4.16,3.77,3.39,3.75,3.77,3.77,3.5,3.32,3.62,3.72,3.39,3.49,3.43,2.74,3.85,3.65,3.55,2.74,2.94,2.95,,,,,4.15,4.24,4.21,4.21,4.29,3.96,4.48,4.25,3.64,3.67,3.06,2.89,3.23,4.15,3.73,4.15,4.09,,,,,Laxmi Bank
market share price,,,,,,,,,,,,,,,574.0,464.0,340.0,,240.0,257.0,309.0,312.0,367.0,340.0,588.0,356.0,522.0,465.0,588.0,619.0,501.0,525.0,400.0,510.0,575.0,638.0,390.0,895.0,763.0,480.0,390.0,331.0,262.0,245.0,258.0,250.0,221.0,,,,,,,,,,,,,,,,,,,,,,Laxmi Bank
return on equity,,,,,,,,,,,,,17.97,20.47,19.1,18.21,15.22,16.56,15.72,14.58,16.89,13.87,12.5,14.22,15.35,0.76,10.46,10.71,15.35,6.54,10.69,9.0,10.57,9.2,13.26,12.38,11.69,9.03,12.45,10.72,11.69,6.84,10.43,10.44,11.04,,,,,,,,,,,,,,,,,,,,,,,,Laxmi Bank
return on total assets,,,,,,,,,,,,,1.76,1.97,1.83,1.79,1.49,1.7,1.58,1.49,1.55,1.33,1.19,1.31,1.4,0.07,0.92,0.94,1.38,0.58,0.94,0.79,0.98,0.87,1.28,1.21,1.44,0.95,1.32,1.15,1.56,0.86,1.44,1.43,1.47,1.41,1.53,,,,,,,,,,,,,,,,,,,,,,Laxmi Bank
credit to deposit ratio,,,,,,,,,,,,,80.21,89.91,86.78,87.09,71.43,80.13,78.33,77.77,73.1,78.27,75.66,77.14,72.73,78.59,75.61,75.59,72.05,77.0,77.98,78.25,75.06,76.19,75.75,77.47,71.76,78.95,77.69,73.66,73.99,78.86,77.93,77.79,77.07,78.04,77.56,80.69,79.57,80.21,81.22,77.99,74.41,74.64,75.05,81.9,82.81,92.58,92.34,90.77,92.41,90.47,88.4,87.79,,,,,Laxmi Bank
debt ratio,,,,,,,,,,,,,0.46,0.51,,,0.11,,,,0.09,0.11,,,,,,,,,,,,,,,,,0.15,1.76,0.36,0.89,0.87,1.6,0.82,2.37,3.95,,,,,0.96,2.73,0.08,0.09,0.01,0.03,0.04,1.35,1.46,1.6,0.16,0.08,0.56,,,,,Laxmi Bank
interest income to assets ratio,,,,,,,,,,,,,10.26,2.7,5.17,7.9,8.77,2.64,5.04,7.36,7.88,2.23,3.85,5.91,7.17,1.59,3.55,5.26,7.17,1.57,3.0,4.31,5.63,1.55,3.13,4.39,6.6,1.49,2.95,4.6,6.6,2.25,4.41,6.43,8.61,0.87,4.48,2.42,2.66,2.35,2.22,2.14,2.04,1.91,1.68,1.59,1.62,1.71,1.77,2.1,2.61,2.64,2.57,2.68,,,,,Laxmi Bank
interest income margin,,,,,,,,,,,,,3.35,0.96,1.74,2.59,2.46,0.72,1.44,2.05,3.06,0.76,1.28,2.15,2.37,0.19,0.92,1.55,2.37,0.53,1.09,1.57,2.09,0.55,1.22,1.79,2.33,0.64,1.22,1.72,2.33,0.68,1.37,2.01,2.8,-0.73,1.55,0.86,0.97,0.86,0.81,0.75,0.66,0.65,0.61,0.65,0.65,0.63,0.49,0.61,0.93,0.88,0.74,0.82,,,,,Laxmi Bank
return on investment,,,,,,,,,,,,,1.74,0.51,0.92,1.36,1.36,0.42,1.21,1.08,1.49,0.33,0.58,0.98,1.36,0.02,0.45,0.69,1.36,0.14,0.45,0.57,0.9,0.21,0.64,0.88,1.41,0.23,0.64,0.84,1.55,0.24,0.71,1.04,1.43,0.36,0.77,0.3,0.55,0.39,0.46,0.17,0.29,0.27,0.4,0.37,0.19,0.38,0.18,0.06,0.43,0.28,0.31,0.07,,,,,Laxmi Bank
commission to operating income,,,,,,,,,,,,,7.29,5.97,6.84,7.65,15.75,14.75,11.61,10.44,11.18,13.96,12.82,11.12,16.43,37.58,19.87,16.81,15.68,20.19,16.94,15.92,15.64,16.52,13.74,13.53,11.54,10.16,10.52,11.42,12.5,10.38,10.78,9.81,9.55,13.89,100.0,16.44,20.52,15.44,19.1,15.96,14.49,17.21,19.51,19.86,18.75,18.63,21.14,22.45,13.08,13.52,13.76,13.94,,,,,Laxmi Bank
staff expense to income ratio,,,,,,,,,,,,,16.95,16.83,16.51,16.78,18.61,20.08,18.6,18.63,16.37,20.22,20.05,16.89,19.34,28.16,22.45,19.48,19.34,17.24,19.01,20.14,18.85,19.55,18.69,18.15,17.61,15.77,16.87,17.66,17.61,18.28,17.9,17.94,18.22,20.37,22.96,25.15,29.09,26.4,26.68,26.02,31.96,27.84,30.13,26.91,27.88,28.05,31.24,31.24,40.04,25.57,29.84,26.13,,,,,Laxmi Bank
net profit margin,,,,,,,,,,,,,40.6,42.63,41.56,41.17,37.19,39.61,58.49,36.19,35.54,30.17,31.54,32.95,38.02,2.82,28.78,28.35,38.02,16.63,26.16,23.81,28.47,25.71,36.78,34.41,42.72,25.42,37.54,34.59,46.92,25.98,37.35,37.41,36.71,30.0,36.06,25.25,41.07,33.71,40.49,17.15,32.81,27.12,42.43,37.03,19.92,36.12,23.28,7.32,38.01,25.55,32.35,6.69,,,,,Laxmi Bank
income tax portion of operating profit,,,,,,,,,,,,,0.74,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,1221.08,,,,,,36.46,21.71,60.78,23.74,124.11,54.64,100.02,106.03,137.38,299.68,125.41,239.67,504.41,38.25,43.51,50.65,135.67,,,,,Laxmi Bank
loan to deposit ratio,,,,,,,,,,,,,84.1,92.16,88.01,89.12,73.15,84.0,82.71,84.25,77.43,80.28,76.83,79.11,75.78,84.47,77.71,77.75,75.5,84.0,84.42,82.2,79.38,82.15,81.28,83.92,88.9,85.38,84.08,86.88,90.51,93.7,91.28,92.78,91.53,93.56,92.99,93.69,103.89,98.87,100.21,97.38,91.98,89.98,93.18,101.22,96.95,101.89,101.31,100.37,99.19,98.49,93.68,92.07,,,,,Laxmi Bank
reserves,,,,,,,,,,238455.0,325025.0,316813.0,348974.0,155725.0,159178.0,156692.0,146426.0,178977.0,156296.0,161926.0,168196.0,149571.0,202248.0,323298.0,317327.0,384730.0,638099.0,639284.0,768595.0,649750.0,999920.0,1271399.0,1072894.0,1241059.0,1441269.0,2133673.0,1511453.0,920723.0,2423893.0,1758407.0,2516724.0,1228127.0,1449914.0,1793135.0,2188718.0,2692869.0,2272465.0,1458024.901,1451536.365,2067505.108,2054968.631,2799993.374,2157906.657,2390891.099,2462148.399,2579606.493,2559593.379,2892638.831,2863190.63,3200380.123,3305726.566,3533981.132,4142590.832,4495893.394,,,,,Machapuchre Bank
debenture and bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Machapuchre Bank
borrowings,,,,,,,,,,1039430.0,2812708.0,1590000.0,150000.0,493763.0,673400.0,743369.0,1251242.0,449088.0,433104.0,34442.0,3112.0,10222.0,96361.0,168279.0,61017.0,33435.0,2502.0,,,,,,689.0,,500000.0,,1234291.0,1553816.0,341816.0,633978.0,160703.0,168327.0,1699305.0,798255.0,637802.0,1930519.0,1380768.0,,,,,1220500.0,1214216.233,29000.0,32000.0,1500.0,10500.0,11592.414,9008.909,24749.452,83937.335,40985.07,24658.041,2052432.822,,,,,Machapuchre Bank
deposits,,,,,,,,,,16420185.0,15347019.0,16608624.0,18536211.0,18883612.0,18121599.0,17610637.0,16411426.0,16596664.0,17347335.0,18143842.0,21545280.0,21858087.0,22552185.0,24740935.0,27137875.0,28897516.0,31114276.0,33810995.0,37132093.0,37371241.0,39611867.0,41529042.0,44205637.0,44701025.0,44542813.0,48438647.0,52291877.0,58137050.0,58240221.0,58048107.0,58629077.0,60301298.0,65798373.0,68432578.0,72474720.0,77984863.0,85176247.0,80963151.87,84991104.7,91063536.21,97316686.37,99654683.6,103900036.9,111688703.9,118051723.4,125307438.7,131449766.0,130542831.0,137397426.3,140982622.9,144927851.2,144807170.1,150468769.8,150836803.4,,,,,Machapuchre Bank
income tax liability,,,,,,,,,,9408.0,6864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17102.014,,,,,,553.716,1278.421,4519.332,,,,,,,,,,,,,Machapuchre Bank
